timestamp,current_mA,shunt_voltage_mV,bus_voltage_V,load_voltage_V,power_mW
2026-02-19T11:34:26.191933,53.7,5.37,3.2,3.21,174.0
2026-02-19T11:34:27.196599,54.3,5.43,3.2,3.21,174.0
2026-02-19T11:34:28.199322,53.7,5.37,3.2,3.21,170.0
2026-02-19T11:34:29.209550,54.3,5.45,3.21,3.22,174.0
2026-02-19T11:34:30.210902,53.8,5.38,3.21,3.22,174.0
2026-02-19T11:34:31.219025,54.3,5.43,3.21,3.21,174.0
2026-02-19T11:34:32.227264,53.8,5.39,3.2,3.21,174.0
2026-02-19T11:34:33.230876,54.2,5.41,3.2,3.21,174.0
2026-02-19T11:34:34.237045,54.0,5.39,3.21,3.21,174.0
